average_income,fishing_dependency,unemployment_rate,tourism_revenue,fish_stock_health,potential_habitat_restoration,marine_biodiversity,carbon_sequestration_potential,current_offshore_wind_farms,distance_from_offshore_wind_farm,potential_wind_farm_capacity,marine_protected_area,community_name
35.67650249127414,75.21622490860625,51.07886175777343,35.32078391066676,34.08525206258919,55.8164576260895,9.476839851256807,39.202623934705244,-100.0,52,-56.678700361010826,-100.0,Community A
18.274002752114775,-22.17662923345829,-16.511171465643628,9.4144257977209,-16.884316453546603,-40.51512020626807,21.572439891453865,-34.01127637046735,-100.0,198,-27.79783393501805,170.27027027027026,Community C
39.745897630667095,-52.427145275986064,-5.545838066517024,-14.747349566014334,11.006736116978992,22.764077545445577,9.884625702301376,16.9198133673973,8.69565217391304,170,22.743682310469318,170.27027027027026,Community B
27.624893449061265,-22.967882423056647,45.80126950027702,-59.824571702616026,-24.939582825106825,-58.15329607109918,-15.074179219320232,30.80393702246488,117.3913043478261,39,-27.79783393501805,-100.0,Community B
-10.909213116220183,-46.8092030678197,3.3505536963234785,6.727980390704377,31.020165294684176,-16.86614881824344,3.116956969229867,6.3118627696024525,117.3913043478261,36,48.014440433213004,170.27027027027026,Community B
-25.45441813414718,-29.743340640302442,59.55790549729988,-23.60012970737523,-30.48139842882967,28.666124171777806,-11.669508522461708,-52.03952848548037,117.3913043478261,76,-42.238267148014444,170.27027027027026,Community D
-25.378486089390016,60.50922505057162,-52.18020444814918,8.291015219943983,-22.86112382359735,22.641123236471014,-31.612087018401386,8.735081340428854,-100.0,99,8.303249097472927,170.27027027027026,Community E
-26.65808165844585,-32.85718563141103,70.11468064545589,-66.75022729932097,-32.18817327404101,55.331533528918634,27.36760337696664,26.386429288591167,117.3913043478261,102,8.303249097472927,170.27027027027026,Community C
4.381250859508561,-29.807461805317743,24.31553059872739,24.230458784845442,-4.242203085291,9.479933188076528,15.239910645749225,56.3798207983649,-100.0,84,-16.967509025270754,170.27027027027026,Community A
24.269821989976407,-15.634438528177752,52.85712122436301,46.93786303786388,36.51026459274303,-14.510513092949395,26.075670325696354,11.904311621890097,117.3913043478261,49,-45.848375451263536,-100.0,Community E
10.604866231641669,68.34392419173608,17.163456777079546,-48.12135670098011,14.165202033471655,-6.990222834128678,25.122067413939458,59.39484649798275,8.69565217391304,16,-63.898916967509024,-100.0,Community C
16.74973726106365,-45.87565760527101,49.52796647678625,31.178642225634384,-22.718333251555432,-0.38636537875635224,-9.420755252130416,-43.68217930588965,8.69565217391304,168,-35.018050541516246,-100.0,Community D
-28.241405406530323,72.19714575200997,8.08540793051681,15.146436949798822,-43.94356249267358,-14.929715222378029,4.6050299711108424,27.991991638438307,117.3913043478261,69,-60.28880866425993,170.27027027027026,Community C
-5.31836478373007,48.22878316596918,70.24198000972672,34.65422475924029,27.895312131187765,-14.017235136856149,2.23359529050071,-27.260688538090445,117.3913043478261,199,44.404332129963905,170.27027027027026,Community C
30.603116982314297,6.104915423566088,-61.87687484197101,-32.99722231682444,9.831660950801048,47.49542305384386,-3.602056422230397,51.528552525695794,8.69565217391304,110,-27.79783393501805,170.27027027027026,Community A
-27.32740857149044,73.3656791408751,-1.4400976194000976,-33.125432253008356,7.966212841504279,36.99169932451266,28.68773566043348,6.588214298083642,-100.0,68,-38.628158844765345,-100.0,Community C
-8.628439475551431,-9.638585964334798,16.32692884740479,-21.46362872946802,44.061380424440074,43.85476366320892,-5.190148288764919,1.9478420907489424,8.69565217391304,129,8.303249097472927,170.27027027027026,Community A
-30.716227606022933,15.81047786362006,-29.97456673549244,-12.593952705044128,48.45119646019471,-48.468214353298585,-20.611688206436867,39.38216439500921,8.69565217391304,177,-6.137184115523463,170.27027027027026,Community B
34.70063510124694,63.238639860617255,47.8079148971124,57.37421810159978,-29.968046360719296,38.24305864140264,-14.931413319797468,64.98985203570349,117.3913043478261,120,62.454873646209386,-100.0,Community B
6.428603769997896,-36.18510066631601,69.92166932990548,-66.86651072981337,39.305285262205004,25.79898932222247,-10.514403924664109,-10.177085128111278,-100.0,110,29.963898916967512,-100.0,Community A
37.01515631736332,-9.916696356076734,-21.835151102245458,48.64401593540181,6.059905114839912,31.861852429581944,-1.0577266827459102,64.43810842742191,117.3913043478261,122,33.574007220216615,-100.0,Community D
9.080600740590542,60.83251161742308,-63.65229747558434,51.52161672530753,0.36695051729855865,2.319827561033322,24.56052393937929,-2.6930493706612406,117.3913043478261,145,37.18411552346571,170.27027027027026,Community D
24.593236254682825,40.94377822625782,-29.67357790199094,-61.7195609402698,-5.780422273670873,-52.09590430726809,9.832425001592817,-61.9833143737392,117.3913043478261,198,8.303249097472927,170.27027027027026,Community A
12.505979648524622,-22.742791219352558,-63.85713831335179,60.12924091634259,7.593396743186949,-28.713234080633963,7.412257721471062,54.91014621724256,117.3913043478261,83,-16.967509025270754,170.27027027027026,Community D
14.935805080753727,-15.474588368517683,14.66252041014095,59.72042680458301,-39.719874874000766,-4.856228981659908,-5.322854546182824,-58.387633943236494,8.69565217391304,103,-20.577617328519853,170.27027027027026,Community E
9.865231869747856,-27.97848910484153,-63.26479978413256,10.270152581087984,-26.347168590477537,-49.82149831973358,14.411201525248876,-28.065023885787955,-100.0,176,55.2346570397112,170.27027027027026,Community C
10.928280496348089,-56.04574239750001,-17.583147618372138,-64.48352863428126,21.765165209330483,-24.617985932299234,20.95592702409342,-35.08974729267348,8.69565217391304,142,69.67509025270758,170.27027027027026,Community C
33.868194906872155,-55.566510825131644,8.5185143942058,-55.7119149899877,13.082674940845093,-59.69626102520008,-17.40361498160596,-1.8063371348083117,117.3913043478261,192,-35.018050541516246,-100.0,Community A
1.526768436230158,-6.713740302033474,-5.6046002329679565,45.64648750493128,-26.637172347180687,8.867064113653122,16.750895980622552,28.226150828292816,-100.0,186,-27.79783393501805,-100.0,Community E
37.49324696953803,-18.974216203348124,54.4633011179982,-16.323636068244525,-32.94067374250215,34.153779530420465,-19.50189400761845,39.58353072616402,117.3913043478261,69,4.6931407942238295,170.27027027027026,Community A
-7.810060770946489,-14.93954511758335,31.284679100038794,-39.53626035402905,-15.216405062148173,-49.78327671422637,18.136348713592135,-17.09865040407153,117.3913043478261,119,29.963898916967512,-100.0,Community A
-33.03356112009328,76.18888100198839,33.019691533675925,-66.41595384813344,36.66089274839119,9.842982386346783,23.09819044886414,6.05564347839644,-100.0,20,-27.79783393501805,-100.0,Community C
13.147183582029525,-12.483744248252252,-25.560426009882427,-35.197993908735995,-48.702728918036236,-24.331917130288687,-19.662739375595198,42.80076045227846,8.69565217391304,48,-31.407942238267143,-100.0,Community C
-24.692285388621613,-64.14861280759612,41.3271194796797,44.42832746527168,24.990145886050325,28.678072156402102,-26.519580396533055,19.917418458750017,-100.0,71,19.13357400722022,-100.0,Community C
-8.859047907776878,-23.901914732618646,4.144036283705006,7.5267249802119425,33.89402415592866,-33.9727183328361,-30.908189043192003,-4.527576916773644,-100.0,57,-16.967509025270754,-100.0,Community E
37.50730845930788,73.21840271787046,11.546020710303818,22.96989339161596,-46.395183270469715,-53.877174400942415,16.075926727009595,-48.244967754193304,8.69565217391304,89,-53.068592057761734,-100.0,Community B
28.84261846312979,25.62473270203857,11.114327695425425,-56.40067069367339,46.08658912799758,29.951429168189353,-25.47189995941668,-32.10109107879069,8.69565217391304,186,40.794223826714806,170.27027027027026,Community E
-20.2938513886143,27.15625070322578,-37.63994438408759,-8.029413943436822,39.92900353219432,19.17145696802241,-1.6867603823658195,47.10026788681462,117.3913043478261,138,-60.28880866425993,170.27027027027026,Community C
-21.53969938222251,24.613509637265274,69.15107866921329,-44.54969953819244,42.6739399005188,-11.881243316691958,-18.660808279871514,48.83057868283455,117.3913043478261,176,19.13357400722022,-100.0,Community A
2.3479594387890677,6.743215695419942,-57.34100872054021,-23.19230947108995,-11.380707128919012,10.560993392668012,-29.022313155780704,63.3207672637347,-100.0,62,15.523465703971123,-100.0,Community A
31.44399407055099,-52.939958902327646,37.55326597128917,63.77179452962989,-31.719700827589172,-51.16230378967829,-2.85102691518011,-34.27053468123301,8.69565217391304,95,19.13357400722022,-100.0,Community B
39.69808856544962,50.114954612682794,18.80550244982087,60.91175220643669,-10.929049083642543,-52.054432558479334,-5.184988785552874,-2.481380967773028,-100.0,125,66.06498194945848,-100.0,Community B
-2.8407302862834967,-63.17606723208129,20.91687222889854,-58.52027578851761,45.229755952543805,-25.3922888517287,5.062772344330426,-66.20603708416583,-100.0,28,66.06498194945848,-100.0,Community A
-25.26880646918523,-50.93076577490774,50.491222117936495,-2.3258938882886593,-29.69348073690183,35.954958401262154,-26.83210339975504,-25.82877121996242,-100.0,113,-20.577617328519853,-100.0,Community E
-3.664733586796375,11.028738958772859,-29.717003654696196,51.67401096469927,-41.692685520487615,28.504336123157604,-14.407830005108819,-16.742318932654186,8.69565217391304,163,15.523465703971123,170.27027027027026,Community C
-22.268084552300447,1.1311670487936418,-62.76367382660257,24.02704560443995,22.301278054059466,-11.314335066035389,13.000077655418268,-0.8031695401469098,-100.0,50,69.67509025270758,170.27027027027026,Community C
-42.032914572793665,-46.11771084597144,-50.39501878439926,34.30603705141265,-23.843571524404908,-55.47854873566158,-20.679294160469265,58.68432133826331,-100.0,83,-38.628158844765345,-100.0,Community D
-35.63774902546845,23.436189959035573,45.806191250740284,31.240925088690137,-28.22491364444083,35.1017706871218,7.12992379350379,2.2858256814896474,-100.0,166,19.13357400722022,-100.0,Community B
-21.07004562390971,27.709313948428726,-47.226600910301634,38.117218203505146,23.52020269665161,51.7957324470107,-6.6632999657560115,-3.4027034845078576,-100.0,38,-53.068592057761734,-100.0,Community D
-33.38509836433939,65.75828412198639,13.941071460467654,-29.79031745310266,-41.376602746917094,6.628898203689672,-22.62579240407704,6.269182599012529,8.69565217391304,125,-38.628158844765345,-100.0,Community A
-10.847342561232868,0.9287426201402685,20.31574911682017,12.951297318908273,49.97643614597249,39.30696728544707,-5.916851447297127,-8.906338317524893,8.69565217391304,44,-13.357400722021659,-100.0,Community B
40.465845906883125,-14.805617088082515,-58.23954482286895,-43.97822114047343,-36.82003565964046,-42.158020143248855,14.546892216520826,45.87319134801121,117.3913043478261,102,26.353790613718413,-100.0,Community D
18.704284339072014,3.0819618170837746,-21.170557396490473,59.59420461934768,18.04071557747551,7.647002218595382,13.61849034947281,60.55247517178009,117.3913043478261,102,8.303249097472927,170.27027027027026,Community E
-39.234678108594636,-33.96317131850999,14.920388923962523,14.59947414711239,-39.23323732067703,2.1032809047595236,19.000183794139435,41.44351631791327,-100.0,101,-16.967509025270754,-100.0,Community D
-41.611069879698334,-58.20029867049069,28.56521130718257,-36.72226759447813,26.013559002198466,9.382454928738188,-31.665699669749298,-47.79886741038734,8.69565217391304,17,73.28519855595668,170.27027027027026,Community C
31.024961675409628,-49.89975423460521,6.176604648074405,26.244050495764963,-21.25062587633354,-39.59667607440135,14.586606468365893,-61.49493072603151,-100.0,137,15.523465703971123,-100.0,Community D
9.82867199634626,-1.4604968340269866,-24.354925839130207,-43.65819323775078,-21.176861681781457,-23.6670693278632,23.678947469621807,-57.44842178627179,-100.0,169,-13.357400722021659,-100.0,Community E
15.273280835229992,21.99577341782829,-53.0829620112222,17.818636808350465,-20.998514486780067,-37.37366885041112,2.364081916580481,-14.548752684206129,-100.0,42,-49.458483754512635,170.27027027027026,Community C
-0.714633033083031,-9.460973400497828,34.391449861349926,-65.24450595576565,26.698642151064778,-6.525421303253679,-32.377101471208256,8.39011958184125,8.69565217391304,62,51.624548736462096,-100.0,Community A
25.490359301998893,31.06728164752192,28.50153537358055,-8.709556059678643,-5.044164207175552,-49.277889115247596,-20.231800080949096,13.661817880951993,-100.0,102,-63.898916967509024,170.27027027027026,Community B
30.524372639603172,58.06685317460054,22.132035213532316,-62.178068825744084,-39.322208730434184,18.550032642131054,13.81628109362056,-33.149892739337275,-100.0,146,40.794223826714806,-100.0,Community A
33.66289715623243,-62.59530713612197,-50.9553760979496,23.56025542334656,32.003858971866684,-11.108674056677422,-30.760598291417292,-22.983545223073047,-100.0,33,-63.898916967509024,-100.0,Community D
-20.189796364317452,10.547037553894526,-54.25359936544029,-7.821031385659858,44.28068416073632,43.18752842269438,9.088763998339736,-40.478108882652705,-100.0,139,66.06498194945848,170.27027027027026,Community A
-16.975339802931032,-31.270288794762376,-54.764835940043945,52.10734067149143,-46.91529016057292,-34.29707797126858,-15.973066427324675,2.078814100677665,117.3913043478261,191,44.404332129963905,-100.0,Community D
32.335492521959125,-42.77173227882158,23.692927270486482,49.56268816547417,29.024913670428226,10.152406458407626,-13.407156172914553,-34.51337925328034,117.3913043478261,110,15.523465703971123,-100.0,Community D
-28.345460430827174,27.851018158238865,-66.09957792279577,25.671246930746893,-4.282525435236806,-52.056202873770495,22.83880323133204,-7.784359499876463,-100.0,132,4.6931407942238295,170.27027027027026,Community B
-36.23958078761779,68.20912473742197,67.66243857191637,-56.44870800826427,-16.959233708677203,38.38412579116989,-32.17952801825197,-6.05342737928872,8.69565217391304,128,44.404332129963905,-100.0,Community E
-30.01877771343865,77.18793141634677,-38.614227107241454,-39.45940065068365,1.5250099455405586,2.468404908054756,4.478416816876083,-39.69273463241971,117.3913043478261,30,-35.018050541516246,-100.0,Community C
2.536383401704982,-54.48264407057537,-4.04574420125437,-48.43475876720746,26.156084489052972,47.67999601454795,11.105848863194922,-59.66356321048213,-100.0,71,44.404332129963905,-100.0,Community B
-36.94827987201795,21.64977068434268,-11.105660091361717,-57.223930878213544,-4.834605720114631,-48.300447043476815,30.261717444554392,-50.93828483457487,8.69565217391304,27,-45.848375451263536,-100.0,Community D
-12.070692171209327,24.88461756170095,30.6753191405197,-15.010395274877464,10.634580169437276,-56.07945478626072,18.0081606037156,-26.743128080936824,8.69565217391304,72,4.6931407942238295,-100.0,Community C
-36.05115682470188,-17.77414661283401,62.484519956388,-0.25763902628296836,-5.77602177844042,-57.338865592281685,-27.9393503938508,-65.0539293045859,8.69565217391304,194,-42.238267148014444,-100.0,Community A
-30.724664499884835,-26.878321549871515,39.82965217833029,-42.2290003057161,-12.321901405140375,36.44430269954228,10.929569758882616,-63.98950941585952,117.3913043478261,38,69.67509025270758,170.27027027027026,Community B
-40.17117332726627,10.331139744673107,42.68284316899834,6.482493148553775,-7.0283605160359155,16.769125450507502,6.630915027185444,16.840177280256135,8.69565217391304,128,-63.898916967509024,-100.0,Community A
-0.7708789921624085,42.87289507555062,-70.18588947330623,-33.074413311994604,43.23706055608712,8.195950891204687,-14.411499477809633,-5.452491781218267,-100.0,39,1.0830324909747318,170.27027027027026,Community E
-10.91483771212812,-39.38434174093029,-16.258094692305377,53.642878279275564,28.283147796194164,48.32582035057804,25.68806242038563,-65.77758080246562,-100.0,172,66.06498194945848,-100.0,Community C
18.698659743164075,15.489690018530089,39.23643093184192,38.960687189355944,-36.45938204497264,-40.4335679255243,12.737227108051712,38.099008297387336,117.3913043478261,21,-27.79783393501805,-100.0,Community A
-35.2721502914525,0.184919631335398,66.42498053075005,-12.654247817151292,0.490555745570471,34.21492072273547,21.427514208510757,-39.4585560473266,-100.0,18,-13.357400722021659,-100.0,Community E
15.118604447761705,-33.426135009950656,22.116446680867558,-58.96586329282606,22.907738341518886,15.322914536047621,16.22782151379986,20.962750324487963,117.3913043478261,65,-31.407942238267143,170.27027027027026,Community A
